25	Moslem plans for mosque in Sydney, NOTE the BUNKERS @AustLiberty @LiberalAus @AustralianLabor @Greens #ausvotes https://t.co/VPAd0hdQ6J	10006	neutral	false
26	@krONik @twitter Liberal Mafia money laundering at work. The crooks are sabotaging the nation. Make them pay for it #ausvotes #election2016	10000	negative	false
27	Worse than that @fitzhunter, Joyce now wants 50c tax to subsidise continued gouging of dairy farmers #ausvotes https://t.co/BLXwxdnAty	10018	negative	false
28	The coalition is using xenophobia to distract from Medicare, schools and jobs says @billshortenmp #ausvotes #TenNews https://t.co/fWhwgu23DS	10001	neutral	false
29	The reality shredding PM Turnbull's 'Digital Innovation' campaign: internet speeds plunged under Coalition #AusVotes https://t.co/30qj1WXECk	10015	negative	false
30	Abbott rants on terrorism &amp; #AFPRaids on high profile terrorist plots.   #NBN destroyer Turnbull up for reelection #AFPRaids on #NBN #auspol	10000	negative	false
31	Turnbulls mate KateCarnell,a SlthringSlipprySlnking #LNP hack wnts2cut #penaltyrates so businss can incrse profts #auspol #abc730 #ausvotes	10001	negative	false
32	#stopStateTerrorism by #AFPRaids and fight #LNP use your #ausvotes #auspol #greens16 #NBNGATE  https://t.co/p5rsV80y0X	10016	negative	false
33	#auspol  If you want to save your weekend penalty rate vote Labor	10001	positive	false
34	Pull the other one. #Parakeelia not a Liberal Party "profit centre" for laundering public funds? https://t.co/cwxLNMjKEB via @smh #auspol	10000	neutral	false
35	@LiberalAus NO party this election has addressed gambling/pokies coz HUGE tax revenue but DESTROYS many lifes #ausvotes #auspol @pokiecon	10002	negative	false
36	Don't forget that in 2010 &amp; 2013 the LNP presented their costings only TWO DAYS before election!!! #auspol #ausvotes https://t.co/vrhccy4m77	10003	negative	false
37	@ShaughanA  ? VOTE LNP OUT ? DAIRY FARMERS ACROSS AUSTRALIA CAN'T GET ANSWERS FROM BARNABY JOYCE #auspol https://t.co/FK9hNeu0jX	10018	negative	false
38	Ready for flag stunts as election drags on? #auspol  ISIS unda ya bed Muslims in ya hed Halal mania dred #LNPnutz https://t.co/ElhkIgTWRv	10016	negative	false
39	They keep on saying there is no impropriety, then WHAT was the REASON Turnbull felt he needed an off shore company? #auspol #panamapapers	10000	negative	false
40	.@billshortenmp claims patients will be worse off under Coalition - @TurnbullMalcolm denies that's true #ausvotes https://t.co/uybEc1akZw	10005	neutral	false
41	@tanya_plibersek Shocked, saddened, no mention of Islam. This is exactly what the terrorists had hoped for. #ausvotes	10006	neutral	false
42	Supporting neighbours like Nauru important but hard to do with $11b aid cuts @tanya_plibersek #ausvotes	10003	neutral	false
43	Panama Papers Will Turnbull or Shorten make it illegal to hide relationships with offshore shell companies #auspol https://t.co/EqcrRcSE0s	10000	neutral	false
44	Brexit had a plan to leave the EU, without detail. Sound familiar?       LNP has a 'PLAN' #ausvotes	10017	negative	false
45	#Brexit is a good reason to vote Labor; to head off the economic exploitation of working people that foments as misdirected hate. #ausvotes	10001	positive	false
46	.@TurnbullMalcolm ALP proved it could handle a financial crisis with GFC. Sorry, as a banker, I do not trust your govt to do so. #ausvotes	10003	negative	false
47	The Prime Minister "didn't even mention #climatechange" - Bill Shorten. #auspol #ausvotes #Election2016 https://t.co/ogn4P0wqBQ	10013	neutral	false
48	Treasurer Scott Morrison telling Sky News Brexit shouldn't cause an overreaction. Volatility will have short term market impact #ausvotes	10017	neutral	false
49	#auspol #ausvotes  #qanda #faketradie #homophobia exposed as #pyneocchio on #abc730  #owngoals https://t.co/TY1TZzKgTI	10006	negative	false
50	'Slow Internet Forces AFP To Collect NBN Documents In Person' Were the raids a #Labor conspiracy? #ausvotes #auspol  https://t.co/uSMM8qLqGR	10015	neutral	false
51	Abbott/Turnbull govt worst since the Great Depression: Real wages falling... https://t.co/yS96RsilLd   #auspol #ausvotes	10001	negative	false
52	Turnbull already backtracking on his claim it wouldn't cost more to see a Dr because it already is! #SaveMedicare vote them out #ausvotes	10005	negative	false
53	U can have Malcolm Turnbull.. ..OR.. U can have high speed #NBN.. ..BUT.. U can't have BOTH.. VOTE ALP TODAY!! #auspol #ausvotes	10015	positive	false
54	RT and put labor last on July 2nd for selling out our CFA volunteers to the unions #auspol #ausvotes https://t.co/pCdLLJXlhW	10006	negative	false
55	#auspol Turnbull budget &amp;rhetorics are running out of puff after 1st wk of  campaign Voters still want to know what are the specific jobs?	10003	negative	false
56	#auspol #chaos #LNPliars yeah pledge will work like it did last time no cuts to health education pensions ABC SBS https://t.co/3frRn6ieZB	10005	negative	false
57	#auspol #ausvotes  #qanda #faketradie #homophobia exposed as #pyneocchio on #abc730 #LNP  #owngoals https://t.co/1DSBUSKGCJ	10006	negative	false
58	Every single cent we're spending has been offset by a revenue raising measure, says @RichardDiNatale on @triplejHack #ausvotes	10003	positive	false
59	Malcolm Turnbull not so good with women #VAW #bullies #auspol  https://t.co/hXNTX6ewbH	10006	negative	false
60	Bowen: The #LNP's Corp Tax Cuts will be costing Australians $14BN each year within 10 years. #auspol #ausvotes https://t.co/Dit4nejhKq	10002	neutral	false
61	They @AustralianLabor call themselves honourable Labor MP keeps job despite forgetting declare $2.3 mil #ausvotes https://t.co/Al4F3kuX46	10000	negative	false
62	I'm voting Labor for Climate Action and Renewable Energy. #auspol #ausvotes https://t.co/wspetJmbjo	10019	positive	false
63	Interesting take from MacroBusiness Liar Morrison lies again on negative gearing https://t.co/yEyUpk1pkR #ausvotes	10002	negative	false
64	Any Govt attack ads on negative gearing yet? Could it be that people back Labor on this? #ausvotes	10002	negative	false
65	Under Labor, Australia will have a strategy to ensure exporting natural gas is in the interests of all Australians #ReserveOurGas #ausvotes	10019	positive	false
66	Mal reckons that if doctors raise prices because of his govts policy, then its not his fault #SaveMedicare #LNPlast #auspol #ausvotes	10005	negative	false
67	While the super rich r given tax cuts, Morrison promises to screw every last cent out of the vulnerable #auspol https://t.co/cwLJJs5EMG	10006	negative	false
68	The Parakeelia files: The Liberal Party’s Parakeelia laundering scheme @Qldaah #ausvotes #auspol #qldpol https://t.co/CNu5D1lLTn  #insiders	10000	negative	false
69	@skeetwolfe Yes because Andrews Labor Govt is showing the Feds how to govern with compassion and fairness. Little of that from LNP #auspol	10000	negative	false
70	Hey @AustralianLabor @billshortenmp  End this war in your first 100 days. #auspol #ausvotes #Cannabis #health https://t.co/x0F8YLUSI7	10005	neutral	false
71	When Turnbull babbles on about science &amp; innovation I want 2 vomit. FACTS #LNP has done everything to dumb the nation down #auspol #ausvotes	10012	negative	false
72	Labor has positive plans for our schools, to defend Medicare and for jobs #ausvotes #peoplesforum  https://t.co/iUbtZQL6zn	10001	positive	false
73	Labor have no clue on border protection. Don't risk it #PutLaborLast #auspol #ausvotes https://t.co/YTAQBnDgFy	10008	negative	false
74	Labor to fund @ReclinkAus helping 100,000 disadvantaged Aussies. Reverses Lib cuts #ausvotes https://t.co/IT2336nzsw https://t.co/JUtRfqCqyn	10006	neutral	false
75	Interesting Shorten returned Sales's attack questions on Medicare with interest. I suspect Shorten really hurting govt on Medicare #auspol	10005	neutral	false
76	Shorten was asked 7+ times about how he'd pay for Labor's child care approach. His response? He didn't have the faintest idea #ausvotes	10009	negative	false
77	@PaulBongiorno @jensterq @chriskkenny it wouldn't cost anything if it wasn't filled with 50000 labor party induced boat arrivals #auspol	10008	negative	false
78	Next thing you know we'll have government hiding the facts on WMD and we'll be going to war #NBNCo #ausvotes	10015	negative	true
79	@TurnbullMalcolm slashing more cuts for aged care and this people have worked all their lives #ausvotes #PIG #auspol https://t.co/O5ZoHPwkK3	10005	neutral	false
80	GET LABOR HOME &amp; You'll Get Fibre To The Home!!! https://t.co/0VJYydNdO0 #auspol #ausvotes via @AlohaMsLonesome!!! :)	10015	positive	false
81	First Turnbull &amp; his incompetent govt lied to the public about the NBN, and when exposed as liars, they sent in the police #auspol #ausvotes	10015	negative	false
82	Things Shorten sneers at Business Mining Top end of town Taxpayers Shareholders Can't run the economy without them! #auspol #ausvotes	10019	negative	false
83	Former Liberal Party treasurer admits he knew of illegal donations from developers https://t.co/eyLHnu0fRz #ausvotes #4Corners	10000	negative	false
84	Not agile. Not innovative. Not cheaper. Not faster. Not even working. Turnbull's #NBNFail #auspol #Fraudband https://t.co/5ZeKXwvfv1	10015	negative	false
85	Greg Hunt's censorship of climate change report on Kakadu &amp; Tas forests https://t.co/a9BAEpzcgC #ausvotes https://t.co/90wG53a17b	10013	neutral	false
86	Direct action = Liberals tipping billions of dollars into their big-polluter donors' pockets until the money runs out. #auspol #npc	10013	negative	true
87	@ahhongah the reason #NBN is not in the budget is because #labor set it up like that so it would run as a private company #auspol	10015	neutral	false
88	What I love about social media: Peter Dutton spreads hate, people respond with success stories of their immigrant/refugee families #auspol	10008	negative	false
89	Peter Dutton, you going to claim credit for turning back the boats to Indonesia?  #5MenInABoat #gilligasisland #ausvotes2016	10008	negative	true
90	#stopStateTerrorism by #LNP on #greens and #Labor #AFPRaids #icac #abc730 #auspol #metadata #ausvotes #qanda https://t.co/xxB1qRceT8	10000	negative	false
91	Labor's Brendan O'Connor refuses seven times to guarantee penalty rates in trainwreck interview https://t.co/VOmC2NRJwv #ausvotes	10001	negative	false
92	@Jarrapin @43a6f0ce5dac4ea @independentaus #LNP on record saying privatise #Medicare  not fair2 call it a #Labor scare it's fact #ausvotes	10005	negative	false
93	@KeithKaren1 I always thought Turnbull's heart &amp; soul were in lowering wages &amp; increasing profits for rent seekers. #Auspol	10003	negative	true
94	FFS, Scott Morrison is preparing ground for wild variations in LNP budget outcomes, while nitpicking over past minor ALP deficits? #AUSvotes	10003	negative	false
95	Fancy Turnbull using diehard Lib loan shark John Symond to support negative gearing scares. Be warned the top end...Panama Papers!!! #auspol	10000	negative	false
96	Major stories: Indo responds to Barnaby Joyce linking cattle ban to asylum influx, Labor spending won't be reined in until 2026 #ausvotes	10008	neutral	false
97	Barnaby Joyce downplays comments linking increase in asylum seekers to halt in live cattle trade #ausvotes #qldpol https://t.co/CjR3EZCq9L	10018	neutral	false
98	If you’ve got kids, the Liberals are cutting their dental care to give themselves a tax cut. #ausvotes #peoplesforum https://t.co/Db2coIKT9f	10002	negative	false
99	Turnbull's solution to unemployment??? Irish workers on #457 visas to build OUR #NBN #outoftouch #ausvotes #auspol  https://t.co/dK8Bc5MOq9	10015	negative	false
100	5 men &amp; a boat get acres of media cos it fits #LNP's re-election strategy. Meanwhile 30 women have died... #auspol https://t.co/kcsI9Bj4o0	10008	negative	true
101	PM Turnbull in WA WA unemployment up from 3% in 2008 to 6% now Perth house price down 7% since early 2015 WA retail sales falling #ausvotes	10001	negative	false
102	#thereisNoPlan #medicare #nbn #PanamaMal #CaymansKid and lastly #Parakeelia There Is No Plan. #ausvotes  #PutLNPLast https://t.co/4rrb40OU5c	10015	negative	false
103	@JakeSaulwick Albanese commits to no federal funding for @westconnex if ALP election win. Contact 4 footage/presser #NoWestConnex #ausvotes	10014	positive	false
104	Labor has positive plans for our schools, to defend Medicare and for jobs #ausvotes #peoplesforum  https://t.co/iUbtZQL6zn	10005	positive	false
105	Solar and wind energy’s stunning cost falls to continue. So why is Turnbull cutting renewables for coal? #ausvotes https://t.co/ENfDV5awLH	10019	neutral	false
106	Over 600 BIG companies avoid paying tax - costing us all- yet Turnbull does nothing #CFMEU #ausvotes #auspol https://t.co/mIY1jT69Kw	10002	negative	false
107	The Liberal Party expelled Hanson, then stole her racism for votes.  Here we are. More racism. More suicide. #auspol https://t.co/uTekq6G6qS	10006	negative	false
108	Bolt's premise in criticising the #NoCarbonTaxClimateSceptics was that we should preference the Liberals. Well Bolt got that wrong.#ausvotes	10013	negative	false
109	Ex- #NBN boss weighs into debate, calls Malcolm Turnbull #NBN plan for what it is.. a "colossal mistake" #ausvotes  https://t.co/013BgC5U2G	10015	neutral	false
110	Why does Bill Shorten sneer every time he mentions Big Business and Mining - both important to the Australian economy #ausvotes #auspol	10019	negative	false
111	The #LNP will never privatise #Medicare: It's better value if they rip it up &amp; sell of the individual parts. #Auspol https://t.co/Pz3x1lDc24	10003	negative	false
112	So, Cameron told Turnbull he was resigning before he told his own country? I mean...wtf!!! #abc730  #ausvotes	10017	neutral	false
113	#Parakeelia: The inner workings of the Liberals’ funding rort https://t.co/Iifq4R9KCp #ausvotes https://t.co/i67hPm0ZMA	10000	negative	false
114	.@TonyAbbottMHR says border security has been 'just an intermittent visitor' in this campaign #ausvotes #pmlive https://t.co/3AkcgfW8nO	10016	neutral	false
115	.@SenatorWong refuses to commit to blocking legislaitone enabling a #SSM plebiscite, saying Labor needs to see the bill #ausvotes @RNDrive	10006	neutral	false
116	@tanya_plibersek Shocked, saddened, no mention of Islam. This is exactly what the terrorists had hoped for. #ausvotes	10016	neutral	false
117	House prices would fall under Labor's negative gearing policy. In other news affordability would improve under Labor's policy #auspol	10002	positive	false
118	DUTTON &amp; TURNBULL ARE NOT US. Refugee now lawyer withdraws his support for Liberals over Dutton comment https://t.co/ZmYpKOSrIv #auspol	10008	negative	false
119	Wow, #NBN employee 1st attended #AFPRaids , 2nd took photos of Labor’s secret campaign documents  https://t.co/AVfbPTrcAt #ausvotes #FASCISM	10000	neutral	false
120	#Turnbull sounding worried, releasing statement, #Parakeelia must stink to hi heaven! #auspol #ausvotes	10000	negative	false
121	#Election2016: #LNP's #negativegearing scare campaign is self-serving... https://t.co/Woi0jKUamz … #auspol #ausvotes https://t.co/70AGRsKSq2	10002	negative	false
122	"We've become a society which cannot house its own children" @Bowenchris #npc #budgetreply #auspol	10006	neutral	false
123	Ready for flag stunts as election drags on? #auspol  ISIS unda ya bed Muslims in ya hed Halal mania dred #LNPnutz https://t.co/ElhkIgTWRv	10006	negative	false
124	Shorten says he'll unveil Labor's NBN policy 'in coming days and weeks' #ausvotes @2GBNews @NewsTalk2UE	10015	neutral	false
125	Am not sanguine about my broadband being able to keep up with tweets lambasting @TurnbullMalcolm for destroying our #NBN #insiders #ausvotes	10015	negative	true
126	Bill Shorten says Mark Dreyfus has his confidence over comments made on the ABC about yesterday's AFP raids #ausvotes	10016	neutral	false
127	Infuriated our pissweak media allows LNP to concurrently assert it has stopped boats &amp; is turning boats back https://t.co/rOndLDlEVb #auspol	10008	neutral	false
128	Weird that people care about education, health, affordable housing, fair taxation ....who knew? #auspol  #LNPfail https://t.co/Lyv9EII2Oo	10003	negative	true
129	Turnbull's tax cut is a stimulus plan for off shore tax havens 60% of it to go overseas #ausvotes #auspol #9News #nx https://t.co/YxrMxPlg6M	10002	negative	false
130	How much has Turnbull cut from your schools? https://t.co/BUrwVUROPj #Election2016 #auspol	10010	negative	false
131	@AshGhebranious Labor continually promise what they can't deliver with no idea of the cost or funding required NBN, NDIS Gonski #auspol	10015	negative	false
132	Labor is committed to 50% renewable energy by 2030: https://t.co/cWJ1vwPXme #positivepolicies #leadersdebate #ausvotes #qanda	10013	positive	false
133	Tony Burke won't reveal how much lower economic growth will be after Labor's $100 billion dollars in new taxes #auspol #ausvotes #NPC	10002	negative	false
134	Aust deserve fast broadband. Turnbull stuffed it up. #NBN #ausvotes #Makingadifference.  https://t.co/JV2ZT6SsCc	10015	negative	false
135	Turnbull either dirctly or thru infrnce instigtes #AFPRaids also rspnsible 4AFP investigating asylum seeker Dr PeterYoung #auspol #ausvotes	10000	neutral	false
136	@BlowoutsRus @AustralianLabor Labor so lucky to have lost the election so the inevitable NBN failure to deliver would be Libs fault. #auspol	10015	negative	false
137	Malcolm Turnbull "unwittingly" ..(insert  here) A. Met with Mafia  B.Screwed up NBN C.Invested in Cayman Is tax haven  D.All of the..#auspol	10000	negative	true
138	The coalition is using xenophobia to distract from Medicare, schools and jobs says @billshortenmp #ausvotes #TenNews https://t.co/fWhwgu23DS	10005	neutral	false
139	I'd rather hear what @Bowenchris has to say because he actually has an economics degree. #ausvotes  https://t.co/8YuM92tHzm	10003	positive	false
140	To fund a $50bn tax cut for the rich, turns out Turnbull's PLAN is a $2bn shakedown of the old &amp; the poor. #ausvotes https://t.co/fQTKInyCdB	10002	negative	false
141	Enough Lies! Enough Waffle! VOTE THE LNP OUT! VOTE FIZZA TURNBULL OUT! It's Time to go LNP you're gone, out! #auspol #auspol2016 #fizza	10000	negative	false
142	Liberal Party are trying to normalise corruption &amp; creative accounting techniques @AusElectoralCom Do something please #Auspol #Parakeelia	10000	negative	false
143	@billshortenmp says the Prime Minister is misleading Australians over his plans for #Medicare. #ausvotes https://t.co/1Wx5BK3fO2	10005	neutral	false
144	"Who do you trust?"-PM. Shonky banks &amp; estate agents &amp; #LNP? OR Doctors &amp; #ALP? #auspol #ausvotes https://t.co/2MoNNMeOSe	10003	positive	false
145	Labor's Oz sailed smoothly through the #GFC. Productive govt;unlike the past 3 years of the #LNP! #ausvotes #auspol https://t.co/4V3PG0Cygf	10003	positive	false
146	@SSLsoundguy Great to see @BillShortenMP attacking the LNP over the #NBN and #Parakeelia  #ausvotes #auspol	10015	positive	false
147	"I'd like to see people press like if they prefer fibre to copper." @billshortenmp  Trying to tie in to Facebook-land #ausvotes	10015	neutral	false
148	? VOTE LNP OUT ? NBN WAS SUPPOSED TO BE INNOVATIVE, NIMBLE &amp; QUICK… INSTEAD THE WORLD HAS PASSED US BY! #auspol https://t.co/98HccorP4E	10015	negative	false
149	Coalition worse economic managers. MSM say the opposite, ALP don't fight, myth continues, LNP wins elections #auspol https://t.co/aKAbjKc0u6	10003	negative	false
150	Tony Abbott flip-flops on super #ausvotes #auspol https://t.co/BQ6aEudaC0	10004	negative	false
151	.@TurnbullMalcolm reflecting on importance of teachers "I would not be where I am today without them" #leadersdebate #ausvotes @2GBNews	10010	neutral	false
152	Turnbull stumbling and clearly does not want to talk about #Parakeelia #insiders #auspol	10000	negative	false
153	#auspol  #Elections2016  Blacked out plane waiting at melb airport deport terrorists labor ministers to nauru Manus Ffs lnp this is stupid	10016	negative	false
154	@TurnbullMalcolm but not over your second rate #nbn; no jobs no future in digital economy; #60 in world and falling fast #ausvotes #auspol	10015	negative	false
155	Liberals usually mark #SorryDay with public photo opportunities whilst quietly cutting indigenous programs. #auspol https://t.co/CCzB3Omcbv	10007	negative	false
156	Labor's #NBN plan listened to critics of the current broadband rollout https://t.co/dVTYX44UkB via @ConversationEDU #auspol #ausvotes #tech	10015	neutral	false
157	#AFPRaids #auspol #ausvotes #insiders SO IT WASN'T THE LIBS LEAKING AFTER ALL ? WAS LABOR STEALING COMP SECRETS GIVING TO LEFTY JOURNOS	10000	negative	false
158	If LNP win will buy a house that we can buy outright or worst case pos gear, but will neg gear, pay no personal tax. Become a leaner #auspol	10002	negative	false
159	#auspol  #Election2016  No doubt turnbull will roll out another schoolkid terrorist tomorrow  To try swing voters We wont be fooled agsin	10016	negative	false
160	#auspol  #Election2016  Oh no turnbull going to hit the terrorists  fear button Standby for more schoolboy raids https://t.co/mi7QFszOyZ	10016	negative	true
161	Ok Labor has won the negative gearing debate now thanks to RBA now let's talk about Health and Education and Climate Change folks   #auspol	10002	positive	false
162	Labor believes we need to get the balance right between high quality early education and helping parents get back to work #ausvotes	10009	positive	false
163	Shorten lies about Medicare will pale into insignificance once boats &amp; carbon tax start again. Electricty Bill! #auspol #ausvotes #BlackHole	10005	negative	false
164	.@RebeccaWeisser silly words if you haven't walked a mile in @SenatorWong's shoes! @Forthleft2 @SpaceKidette  #MarriageEquality #AusVotes	10006	neutral	false
165	Your silence on #7/11 workers @TurnbullMalcolm demonstrates your approval of not only #WageFraud but #TaxRorts as well #auspol @SanatorCash	10002	negative	false
166	Marles gets an irrational screechy diatribe..next story Dutton welcoming Syrian refugees...the #ABC I knew and respected is gone. #auspol	10008	neutral	false
167	I took the pledge to put the Liberals last this election, ensure corporations pay their fair share of tax. https://t.co/EXUhqXjqd3 #auspol	10002	negative	false
168	Home owners and investors your property will be worth less under labor! Put Labor Last #auspol #ausvotes https://t.co/ixAvxqSwfX	10006	negative	false
169	There's Never Been A Rougher Weekend To Be A Liberal Candidate https://t.co/SJWIdnmjuJ  But hey, no mention of #Parakeelia  #ausvotes	10000	neutral	false
170	? VOTE LNP OUT ? DON'T LET THE LIBS  GET THEIR HANDS ON MEDICARE.  KEEP IT SAFE. #ausvotes https://t.co/hH1dst81yj	10005	negative	false
171	Bill Shorten promising $100m for sports stadium in Townsville that will create 31 permanent jobs. THIRTY-ONE! U/e is 12.5% #auspol #ausvotes	10014	negative	false
172	Weird that people care about education, health, affordable housing, fair taxation ....who knew? #auspol  #LNPfail https://t.co/Lyv9EII2Oo	10010	negative	true
173	No increase in #medicare costs MrTurnbull? What a lie. Shame on you. #ausvotes #Istandforchange https://t.co/q58Sw3mcfT	10005	negative	false
174	Labor’s childcare policy. The right policy but profiteers need controlling! #ausvotes  The New Daily https://t.co/o0wWeC58QE	10009	positive	false
175	Dutton is running a department that is involved in smuggling. Well done minister, you deserve your job What's your cut? #ausvotes #auspol	10008	negative	false
176	&gt;@PeterDutton_MP's claim about refugees by plane is far-fetched: https://t.co/t2XfuQEkHO #factcheck #ausvotes https://t.co/57NPEcNBzl	10008	negative	false
177	Bill Shorten turns a snowflake into a snowball on Medicare. My take: https://t.co/pJGIHngTW4 #ausvotes @australian https://t.co/m5wLS0LjDZ	10005	neutral	false
178	Labor pledges gay and lesbian rights watchdog if it wins office #ausvotes #qldpol https://t.co/73JAaUV3gU	10006	neutral	false
179	Has Dutton Morrison Bishop Turnbull Brandis ever gone to Nauru &amp; Manus &amp; looked their hostages in the eyes #ausvotes https://t.co/LSTB7tIJwT	10008	negative	false
180	Shorten urges media to ask Turnbull whether he will lock in company tax cuts over 10 years. #ausvotes	10002	neutral	false
181	Heavy spending Coalition guilty of hypocrisy https://t.co/l7a62f1Wqz via @y7finance #Auspol #LNPfail	10003	negative	false
182	PM: We must ensure the economy grows more than the government is spending. #ausvotes	10003	neutral	false
183	Treasurer @ScottMorrisonMP says Labor is making promises 'with money that isn't there' on childcare #ausvotes	10009	neutral	false
184	Ships ordered from Australian yards: Labor: 0  Coalition: at least 52 #auspol #ausvotes https://t.co/OTHnrVlGVO	10014	positive	false
185	Following #BrexitVote both @TurnbullMalcolm &amp; @ScottMorrisonMP reiterate their message to voters - back Coalition for stability #ausvotes	10017	neutral	false
186	Don't forget Abbott's 'cuts to family tax benefits &amp; childcare reforms due to be implemented in the next term of govt' #auspol #ausvotes	10002	negative	false
187	Shorten says Labor would contain borders but not condone semi-indefinite detention on Manus &amp; Nauru @2GBNews #ausvotes	10008	neutral	false
188	Leigh Sales chasing Scott Morrison around the studio on SSM plebiscite. #ausvotes #abc730 https://t.co/hTBKhC5Oz2	10006	neutral	false
189	Evidence of Liberal mismanagement: wasted $531 on TAFE enrolment system that doesn't work, spending $1.5 billion on unbroken stadium.#auspol	10003	negative	false
190	Ex-cop Dutton bashes disempowered refugees, attacks unionists with #TURC while his own #BorderForce officers smuggle drugs #auspol #ausvotes	10016	negative	false
191	Bill Shorten is surely now just taking the piss with his spending promises. Has obviously given up actually being in govt #auspol #ausvotes	10003	negative	true
192	#auspol Hope Shorten does not get  too distracted by Turnbull AFP NBN  maneuver!   He should push on with his economic agenda next	10015	neutral	false
193	Economists say choose our kids, not bankers. Put the Liberals last. #ausvotes #qanda  https://t.co/NKzHnZPckY	10003	negative	false
194	Malcolm Turnbull is DIRECTLY RESPONSIBLE for this. So much for an agile, innovative nation. What a joke. #ausvotes https://t.co/05NsxZ28dI	10012	negative	false
195	This is HOW the #LNP WILL privatise #medicare if elected. It's always been their secret plan. #auspol #ausvotes https://t.co/iaSW1DaQrr	10003	negative	false
196	Trumbull &amp; Morrison are engaged in a campaign of deceit &amp; fear $50Billion corporate taxcut benefit foreign multinationals #ausvotes #auspol	10002	negative	false
197	HEADSPACE CEO QUITS due to Turnbull govt dismantling &amp; funding reductions! https://t.co/v1OwdG9nAG #auspol #ausvotes https://t.co/NA9nf0muwW	10005	negative	false
198	#Ausvotes Try to avoid voting for any #CarbonTax / #ETS enthusiast parties. The most well known ones are Labor, Liberals, Greens &amp; PUP.	10013	negative	false
199	LNP are going to election saying they have a plan,that plan is the budget &lt; HELLO every government since federation has had a budget #auspol	10003	negative	false
200	Education is too important to leave in Liberal's hands #Election2016 #education #LaborSenateTeam #politas #auspol https://t.co/RXHmMOlaBm	10010	negative	false
201	The most important piece of infrastructure to any 21st Century economy is a first rate, fibre NBN. That’s what Labor will deliver. #ausvotes	10015	positive	false
202	The LNP are confident they can provide a health and education system as effective and humane as their refugee policy #auspol #ausvotes	10008	negative	true
